,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
2018-12-17,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-18,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-19,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-20,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-21,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-22,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-23,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-24,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-25,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-26,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-27,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-28,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-29,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-30,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-31,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-01,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-02,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-03,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-04,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-05,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-06,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-07,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-08,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-09,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-10,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-11,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-12,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-13,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-14,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-15,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-16,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2019-01-17,r190117a_BOE,United Kingdom,Seven awkward questions,Woods,False,1876,BOE,Bank of England,2019,en,0.9991,-0.5053763386518674,-0.009963561
2019-01-18,r190117a_BOE,United Kingdom,Seven awkward questions,Woods,False,1876,BOE,Bank of England,2019,en,0.9991,-0.5053763386518674,-0.009963561
2019-01-19,r190117a_BOE,United Kingdom,Seven awkward questions,Woods,False,1876,BOE,Bank of England,2019,en,0.9991,-0.5053763386518674,-0.009963561
2019-01-20,r190117a_BOE,United Kingdom,Seven awkward questions,Woods,False,1876,BOE,Bank of England,2019,en,0.9991,-0.5053763386518674,-0.009963561
2019-01-21,r190117a_BOE,United Kingdom,Seven awkward questions,Woods,False,1876,BOE,Bank of England,2019,en,0.9991,-0.5053763386518674,-0.009963561
2019-01-22,r190117a_BOE,United Kingdom,Seven awkward questions,Woods,False,1876,BOE,Bank of England,2019,en,0.9991,-0.5053763386518674,-0.009963561
2019-01-23,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-24,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-25,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-26,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-27,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-28,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-29,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-30,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-01-31,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-01,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-02,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-03,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-04,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-05,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-06,r190123a_BOE,United Kingdom,Debt dynamics,Broadbent,False,6229,BOE,Bank of England,2019,en,-0.7593,-0.4374999977213542,0.040980075
2019-02-07,r190207a_BOE,United Kingdom,Positive externalities,Taylor,False,4503,BOE,Bank of England,2019,en,0.9993,-0.3373493955581362,-0.013639057
2019-02-08,r190207a_BOE,United Kingdom,Positive externalities,Taylor,False,4503,BOE,Bank of England,2019,en,0.9993,-0.3373493955581362,-0.013639057
2019-02-09,r190207a_BOE,United Kingdom,Positive externalities,Taylor,False,4503,BOE,Bank of England,2019,en,0.9993,-0.3373493955581362,-0.013639057
2019-02-10,r190207a_BOE,United Kingdom,Positive externalities,Taylor,False,4503,BOE,Bank of England,2019,en,0.9993,-0.3373493955581362,-0.013639057
2019-02-11,r190207a_BOE,United Kingdom,Positive externalities,Taylor,False,4503,BOE,Bank of England,2019,en,0.9993,-0.3373493955581362,-0.013639057
2019-02-12,r190212a_BOE,United Kingdom,The global outlook,Carney,True,4309,BOE,Bank of England,2019,en,0.9993,-0.3305084731758115,-0.39255577
2019-02-13,r190212a_BOE,United Kingdom,The global outlook,Carney,True,4309,BOE,Bank of England,2019,en,0.9993,-0.3305084731758115,-0.39255577
2019-02-14,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-15,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-16,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-17,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-18,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-19,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-20,r190214a_BOE,United Kingdom,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",Vlieghe,False,4277,BOE,Bank of England,2019,en,-0.8911,-0.5060240933372042,-0.3723637
2019-02-21,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-22,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-23,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-24,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-25,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-26,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-27,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-02-28,r190221a_BOE,United Kingdom,The creative economy,Haldane,False,8461,BOE,Bank of England,2019,en,1.0,0.0356164382585851,0.07712187
2019-03-01,r190301a_BOE,United Kingdom,Where next for fixed income markets: Thriving in a world of change,Churm,False,2834,BOE,Bank of England,2019,en,0.9997,0.2142857117346939,0.21532732
2019-03-02,r190301a_BOE,United Kingdom,Where next for fixed income markets: Thriving in a world of change,Churm,False,2834,BOE,Bank of England,2019,en,0.9997,0.2142857117346939,0.21532732
2019-03-03,r190301a_BOE,United Kingdom,Where next for fixed income markets: Thriving in a world of change,Churm,False,2834,BOE,Bank of England,2019,en,0.9997,0.2142857117346939,0.21532732
2019-03-04,r190301a_BOE,United Kingdom,Where next for fixed income markets: Thriving in a world of change,Churm,False,2834,BOE,Bank of England,2019,en,0.9997,0.2142857117346939,0.21532732
2019-03-05,r190301a_BOE,United Kingdom,Where next for fixed income markets: Thriving in a world of change,Churm,False,2834,BOE,Bank of England,2019,en,0.9997,0.2142857117346939,0.21532732
2019-03-06,r190306b_BOE,United Kingdom,When expectations meet the future,Cunliffe,False,5220,BOE,Bank of England,2019,en,0.987,-0.4520547929724151,-0.02679921
2019-03-06,r190306a_BOE,United Kingdom,Pass-through of Bank Rate to household interest rates,Saunders,False,3877,BOE,Bank of England,2019,en,0.9981,-0.3131313099683706,-0.13090384
2019-03-07,r190307a_BOE,United Kingdom,The elusive supply potential: monetary policy in times of uncertainty,Tenreyro,False,5870,BOE,Bank of England,2019,en,0.9964,-0.3043478247637051,-0.01231391
2019-03-08,r190307a_BOE,United Kingdom,The elusive supply potential: monetary policy in times of uncertainty,Tenreyro,False,5870,BOE,Bank of England,2019,en,0.9964,-0.3043478247637051,-0.01231391
2019-03-09,r190307a_BOE,United Kingdom,The elusive supply potential: monetary policy in times of uncertainty,Tenreyro,False,5870,BOE,Bank of England,2019,en,0.9964,-0.3043478247637051,-0.01231391
2019-03-10,r190307a_BOE,United Kingdom,The elusive supply potential: monetary policy in times of uncertainty,Tenreyro,False,5870,BOE,Bank of England,2019,en,0.9964,-0.3043478247637051,-0.01231391
2019-03-11,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-12,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-13,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-14,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-15,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-16,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-17,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-18,r190311a_BOE,United Kingdom,Will UK investment bounce back?,Haskel,False,5299,BOE,Bank of England,2019,en,0.9998,-0.3673469350270721,0.005687756
2019-03-19,r190319a_BOE,United Kingdom,Central bank independence as a prerequisite for financial stability,Sharp,False,4139,BOE,Bank of England,2019,en,0.9997,-0.1906976735316387,0.1097498
2019-03-20,r190319a_BOE,United Kingdom,Central bank independence as a prerequisite for financial stability,Sharp,False,4139,BOE,Bank of England,2019,en,0.9997,-0.1906976735316387,0.1097498
2019-03-21,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-22,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-23,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-24,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-25,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-26,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-27,r190321a_BOE,United Kingdom,A new horizon,Carney,True,3517,BOE,Bank of England,2019,en,0.9998,0.2063492047115142,0.39678735
2019-03-28,r190328b_BOE,United Kingdom,Investing in Ethnicity & Race,Carney,True,2005,BOE,Bank of England,2019,en,0.9999,0.0576923071375739,0.49847573
2019-03-28,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-03-29,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-03-30,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-03-31,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-01,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-02,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-03,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-04,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-05,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-06,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-07,r190328a_BOE,United Kingdom,My reflections on the FPC's strategy,Kashyap,False,4653,BOE,Bank of England,2019,en,0.9967,-0.4747474723497602,-0.002446256
2019-04-08,r190408a_BOE,United Kingdom,"Less-cash, but not cashless",John,False,2395,BOE,Bank of England,2019,en,0.9998,0.1014492738920395,0.034362644
2019-04-09,r190408a_BOE,United Kingdom,"Less-cash, but not cashless",John,False,2395,BOE,Bank of England,2019,en,0.9998,0.1014492738920395,0.034362644
